Name,Price,Rating,Processor,RAM,Storage,Operating_System,Other_Spec,URL,Description
Apple MacBook Air Apple M4,144900.0,4.3,Unknown,16 GB,512 GB SSD,macOS,Unknown,https://www.flipkart.com/apple-macbook-air-m4-16-gb-512-gb-ssd-macos-sequoia-mw1m3hn-a/p/itmbb41b27f28efb?pid=COMH9ZWQEU3HKZAS&lid=LSTCOMH9ZWQEU3HKZASCDYD1I&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_614&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMH9ZWQEU3HKZAS.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"16 GB, 512 GB SSD, macOS"
Lenovo IdeaPad 3 Chrome,18990.0,3.4,Intel Celeron,8 GB,Unknown,Chrome OS,Unknown,https://www.flipkart.com/lenovo-ideapad-3-chrome-intel-celeron-dual-core-n4500-8-gb-128-gb-emmc-storage-chrome-os-15ijl6-chromebook/p/itmc635c4106a281?pid=COMH23FAMNYAFXBY&lid=LSTCOMH23FAMNYAFXBYBFXBWF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_615&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMH23FAMNYAFXBY.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"Intel Celeron, 8 GB, Chrome OS"
HP Laptop with Backlit Keyboard,46390.0,4.3,Intel Core i5 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-2024-laptop-backlit-keyboard-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15-fd0070tu-thin-light/p/itmae9a067923020?pid=COMH6AGJGY9HXKRY&lid=LSTCOMH6AGJGY9HXKRYQY5YIH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_616&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMH6AGJGY9HXKRY.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
Lenovo IdeaPad Slim 5,84190.0,4.1,Intel Core i7 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i7-13th-gen-13700h-16-gb-512-gb-ssd-windows-11-home-16irl8-thin-light-laptop/p/itma68dba42368d2?pid=COMGRU9ZFYZK5XAX&lid=LSTCOMGRU9ZFYZK5XAX35JQI9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_619&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMGRU9ZFYZK5XAX.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Acer One 11,18999.0,3.4,Intel Celeron,8 GB,256 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/acer-one-11-intel-celeron-dual-core-n4500-8-gb-256-gb-ssd-windows-home-z8-284-thin-light-laptop/p/itmb91d248191790?pid=COMGP2YUH37Q8JFW&lid=LSTCOMGP2YUH37Q8JFW04A1K5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_623&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMGP2YUH37Q8JFW.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"Intel Celeron, 8 GB, 256 GB SSD, Windows 11 Home, Thin and Light"
Acer One 11,18990.0,3.4,Intel Celeron,8 GB,256 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/acer-one-11-intel-celeron-dual-core-n4500-8-gb-256-gb-ssd-windows-home-z8-284-thin-light-laptop/p/itmb34df04ad4a82?pid=COMGTAFMSQDZADF9&lid=LSTCOMGTAFMSQDZADF9RFQUMW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_624&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMGTAFMSQDZADF9.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"Intel Celeron, 8 GB, 256 GB SSD, Windows 11 Home, Thin and Light"
Lenovo Thinkpad E14 G5,69499.0,3.9,Intel Core i5 13th Gen,16 GB,512 GB SSD,Unknown,Unknown,https://www.flipkart.com/lenovo-thinkpad-e14-g5-intel-core-i5-13th-gen-1335u-3-year-warranty-16-gb-512-gb-ssd-windows-11-pro-1-graphics-business-laptop/p/itm2d07770332220?pid=COMH3SGGGKUQHA2Z&lid=LSTCOMH3SGGGKUQHA2ZULOXYB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_625&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMH3SGGGKUQHA2Z.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD"
HP 245G9,27900.0,4.1,AMD Ryzen 3 3250U,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-245g9-amd-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-245-g8-business-laptop/p/itmf0a680c05d471?pid=COMGHNBG4KF5UYJH&lid=LSTCOMGHNBG4KF5UYJHFMEPUS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_626&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMGHNBG4KF5UYJH.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"AMD Ryzen 3 3250U, 8 GB, 512 GB SSD, Windows 11 Home"
ASUS ROG Strix G16 with 90WHr Battery,149990.0,4.5,Intel Core i9 13th Gen,16 GB,1 TB SSD,Unknown,Unknown,https://www.flipkart.com/asus-rog-strix-g16-90whr-battery-intel-hx-series-core-i9-13th-gen-13980hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-240-hz-140-tgp-g614jv-n4141ws-gaming-laptop/p/itm8c3acca540452?pid=COMGPFPCM9GG9QHY&lid=LSTCOMGPFPCM9GG9QHYK3YYWT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_629&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMGPFPCM9GG9QHY.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"Intel Core i9 13th Gen, 16 GB, 1 TB SSD"
Lenovo Thinkpad E14 G5,68399.0,3.3,Intel Core i5 13th Gen,16 GB,512 GB SSD,Unknown,Unknown,https://www.flipkart.com/lenovo-thinkpad-e14-g5-intel-core-i5-13th-gen-1335u-3-year-warranty-16-gb-512-gb-ssd-windows-11-pro-business-laptop/p/itm2d07770332220?pid=COMH6GSZWRTA2VWY&lid=LSTCOMH6GSZWRTA2VWYDYWKZG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_630&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMH6GSZWRTA2VWY.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD"
Ultimus Neo,21990.0,3.9,Intel Core i3 10th Gen,8 GB,256 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/ultimus-neo-intel-core-i3-10th-gen-1035g4-8-gb-256-gb-ssd-windows-11-home-nu14u3int54bn-sg-thin-light-laptop/p/itmb21559cc09d8d?pid=COMGRT5H4T2PZKQP&lid=LSTCOMGRT5H4T2PZKQPWEUPMA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_633&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMGRT5H4T2PZKQP.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"Intel Core i3 10th Gen, 8 GB, 256 GB SSD, Windows 11 Home"
HP Victus,64990.0,4.3,Intel Core i5 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-fa0666tx-gaming-laptop/p/itm236b5aaa84afc?pid=COMGRZQ2GU6FX4WC&lid=LSTCOMGRZQ2GU6FX4WCK1XFNT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_634&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMGRZQ2GU6FX4WC.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
DELL Inspiron,36890.0,4.1,Intel Core i3 11th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-inspiron-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmf8176c4bff1f7?pid=COMG9QVUPFGPZGZ9&lid=LSTCOMG9QVUPFGPZGZ97GFSXO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_635&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMG9QVUPFGPZGZ9.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"Intel Core i3 11th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
HP Pavilion,78850.0,4.1,Intel Core i7 12th Gen,16 GB,1 TB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-pavilion-intel-core-i7-12th-gen-1255u-16-gb-1-tb-ssd-windows-11-home-14-dv2015tu-thin-light-laptop/p/itmc7b74eb323f11?pid=COMGEG3ZZGWA8XE2&lid=LSTCOMGEG3ZZGWA8XE2WR8KVO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_636&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMGEG3ZZGWA8XE2.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"Intel Core i7 12th Gen, 16 GB, 1 TB SSD, Windows 11 Home, Thin and Light"
Acer Professional,79990.0,4.2,Intel Core i7 13th Gen,32 GB,1 TB SSD,Windows 11 Pro,Unknown,https://www.flipkart.com/acer-professional-intel-core-i7-13th-gen-1355u-3year-warranty-32-gb-1-tb-ssd-windows-11-pro-tl14-52m-thin-light-laptop/p/itm087cd0015e0c4?pid=COMHBPQY4HBDYWQB&lid=LSTCOMHBPQY4HBDYWQBJDNJI3&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_640&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMHBPQY4HBDYWQB.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 32 GB, 1 TB SSD, Windows 11 Pro"
MSI,75990.0,4.2,Intel Core i9 13th Gen,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-intel-core-i9-13th-gen-16-gb-1-tb-ssd-windows-11-home-modern-15-laptop/p/itm0b0e5136b22cb?pid=COMHBKCZRDAEQVFX&lid=LSTCOMHBKCZRDAEQVFXNLFZ45&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_643&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMHBKCZRDAEQVFX.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"Intel Core i9 13th Gen, 16 GB, 1 TB SSD, Windows 11 Home"
Acer ALG,65990.0,4.2,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-alg-intel-core-i5-13th-gen-i5-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-al15g-53-laptop/p/itm93af9d1600812?pid=COMHBJ5A2KTMZSNB&lid=LSTCOMHBJ5A2KTMZSNB4KPYNR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_644&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMHBJ5A2KTMZSNB.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
HP 15s,38000.0,4.1,AMD Ryzen 5 7520U,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-15s-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-15-fc0028au-thin-light-laptop/p/itme3568fa69de98?pid=COMGZ7FRS3ZG6TYB&lid=LSTCOMGZ7FRS3ZG6TYB0P4OOQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_645&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMGZ7FRS3ZG6TYB.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 7520U, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
DELL inspiron 15,37849.0,4.3,AMD Ryzen 5 7520U,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-inspiron-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-3535-laptop/p/itmf8176c4bff1f7?pid=COMGSZFCC9SYXPXW&lid=LSTCOMGSZFCC9SYXPXWVUHT9A&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_27_646&otracker=search&fm=organic&iid=1714d412-0f36-4130-8f82-d8a5ae7e0aed.COMGSZFCC9SYXPXW.SEARCH&ppt=None&ppn=None&ssid=1ncy4dvqeo0000001746640106794&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 7520U, 8 GB, 512 GB SSD, Windows 11 Home"
DELL Inspiron 3520,38990.0,3.7,Intel Core i3 11th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-inspiron-3520-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm0c93229d052fe?pid=COMGSSTUYKHTQDJF&lid=LSTCOMGSSTUYKHTQDJFVEHOWO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_650&otracker=search&fm=organic&iid=789fe0b7-f885-4871-8129-4b3571b325b7.COMGSSTUYKHTQDJF.SEARCH&ppt=None&ppn=None&ssid=99j9gsg6eo0000001746640148333&qH=c06ea84a1e3dc3c6,"Intel Core i3 11th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
Infinix,39990.0,4.2,Intel Core i7 10th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/infinix-intel-core-i7-10th-gen-1065g7-8-gb-512-gb-ssd-windows-11-home-128-mb-graphics-xl21-thin-light-laptop/p/itm0452c602301ca?pid=COMGQHVMJGQYHTUQ&lid=LSTCOMGQHVMJGQYHTUQGXSADC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_653&otracker=search&fm=organic&iid=789fe0b7-f885-4871-8129-4b3571b325b7.COMGQHVMJGQYHTUQ.SEARCH&ppt=None&ppn=None&ssid=99j9gsg6eo0000001746640148333&qH=c06ea84a1e3dc3c6,"Intel Core i7 10th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
ASUS,34990.0,4.2,AMD Ryzen 5,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/asus-amd-ryzen-5-quad-core-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk522ws-thin-light-laptop/p/itmd6733f7332771?pid=COMGZ2Y4SGZZBCFJ&lid=LSTCOMGZ2Y4SGZZBCFJDXC7VC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_654&otracker=search&fm=organic&iid=789fe0b7-f885-4871-8129-4b3571b325b7.COMGZ2Y4SGZZBCFJ.SEARCH&ppt=None&ppn=None&ssid=99j9gsg6eo0000001746640148333&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Lenovo IdeaPad 3,36490.0,4.1,Intel Core i3 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-14iau7-thin-light-laptop/p/itm58722d471ef90?pid=COMH44PGHE5FPF9N&lid=LSTCOMH44PGHE5FPF9NQGDQUO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_655&otracker=search&fm=organic&iid=789fe0b7-f885-4871-8129-4b3571b325b7.COMH44PGHE5FPF9N.SEARCH&ppt=None&ppn=None&ssid=99j9gsg6eo0000001746640148333&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
DELL 15,44490.0,3.9,Intel Core i5 12th Gen,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/dell-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-3520-thin-light-laptop/p/itm5130113075de4?pid=COMH8EPFKNZHWBDJ&lid=LSTCOMH8EPFKNZHWBDJCAHM3U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_663&otracker=search&fm=organic&iid=789fe0b7-f885-4871-8129-4b3571b325b7.COMH8EPFKNZHWBDJ.SEARCH&ppt=None&ppn=None&ssid=99j9gsg6eo0000001746640148333&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
DELL,55000.0,3.1,Intel Core i5 12th Gen,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/dell-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-vostro-3420-thin-light-laptop/p/itm18b4d2b50527a?pid=COMGMGSJWRK5CAYN&lid=LSTCOMGMGSJWRK5CAYNBTZTZH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_664&otracker=search&fm=organic&iid=789fe0b7-f885-4871-8129-4b3571b325b7.COMGMGSJWRK5CAYN.SEARCH&ppt=None&ppn=None&ssid=99j9gsg6eo0000001746640148333&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
HP 255 G10,30390.0,3.7,AMD Ryzen 5 7520U,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-255-g10-amd-ryzen-5-quad-core-7520u-upto-4-3ghz-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm41b702fc585a3?pid=COMH7Z9YJWFZYRE5&lid=LSTCOMH7Z9YJWFZYRE5B0FK7P&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_666&otracker=search&fm=organic&iid=789fe0b7-f885-4871-8129-4b3571b325b7.COMH7Z9YJWFZYRE5.SEARCH&ppt=None&ppn=None&ssid=99j9gsg6eo0000001746640148333&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 7520U, 8 GB, 512 GB SSD, Windows 11 Home"
Lenovo ThinkBook 15,67999.0,4.2,Intel Core i7 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-thinkbook-15-intel-core-i7-12th-gen-1255u-16-gb-512-gb-ssd-windows-11-home-tb15-g4-iap-thin-light-laptop/p/itm65936d217ef8a?pid=COMGQY58JZHSCAWW&lid=LSTCOMGQY58JZHSCAWWMZCBQE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_669&otracker=search&fm=organic&iid=789fe0b7-f885-4871-8129-4b3571b325b7.COMGQY58JZHSCAWW.SEARCH&ppt=None&ppn=None&ssid=99j9gsg6eo0000001746640148333&qH=c06ea84a1e3dc3c6,"Intel Core i7 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
HP Laptop with Backlit Keyboard,52950.0,4.3,Intel Core i5 11th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-laptop-backlit-keyboard-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-15s-fq2510tu-thin-light/p/itm7d4577134e5bc?pid=COMGUM8UKJBX8YKM&lid=LSTCOMGUM8UKJBX8YKMEGW2UJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_670&otracker=search&fm=organic&iid=789fe0b7-f885-4871-8129-4b3571b325b7.COMGUM8UKJBX8YKM.SEARCH&ppt=None&ppn=None&ssid=99j9gsg6eo0000001746640148333&qH=c06ea84a1e3dc3c6,"Intel Core i5 11th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
DELL Inspiron,48990.0,4.1,Intel Core i5 11th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-inspiron-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmf8176c4bff1f7?pid=COMG9NYD3C9ZVGPX&lid=LSTCOMG9NYD3C9ZVGPX6B8EZB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_673&otracker=search&fm=organic&iid=d48a4a71-6025-453e-9925-430064b1f231.COMG9NYD3C9ZVGPX.SEARCH&ppt=None&ppn=None&ssid=8hkcedjlds0000001746640189875&qH=c06ea84a1e3dc3c6,"Intel Core i5 11th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
DELL Inspiron,59839.0,4.2,Intel Core i3 11th Gen,8 GB,1 TB HDD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-inspiron-intel-core-i3-11th-gen-1115g4-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3511-inspiron-3000-thin-light-laptop/p/itmf8176c4bff1f7?pid=COMGAD2B4QMZTWKB&lid=LSTCOMGAD2B4QMZTWKBLSB4SW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_674&otracker=search&fm=organic&iid=d48a4a71-6025-453e-9925-430064b1f231.COMGAD2B4QMZTWKB.SEARCH&ppt=None&ppn=None&ssid=8hkcedjlds0000001746640189875&qH=c06ea84a1e3dc3c6,"Intel Core i3 11th Gen, 8 GB, 1 TB HDD, Windows 11 Home"
Acer ‎Acer One 14,29290.0,3.2,AMD Ryzen 5 3500U,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-acer-one-14-amd-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-11-home-z2-493-thin-light-laptop/p/itm0178ff325b6f1?pid=COMGTGFGB8GK3NV7&lid=LSTCOMGTGFGB8GK3NV7WPFZP6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_675&otracker=search&fm=organic&iid=d48a4a71-6025-453e-9925-430064b1f231.COMGTGFGB8GK3NV7.SEARCH&ppt=None&ppn=None&ssid=8hkcedjlds0000001746640189875&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 3500U, 8 GB, 512 GB SSD, Windows 11 Home"
Acer Predator Neo,159999.0,4.5,Intel Core i7 13th Gen,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-predator-neo-intel-core-i7-13th-gen-13700hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-phn16-71-78r1-gaming-laptop/p/itm4295aa0d4297e?pid=COMGZS9GHNQCJC26&lid=LSTCOMGZS9GHNQCJC26SU45LT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_676&otracker=search&fm=organic&iid=d48a4a71-6025-453e-9925-430064b1f231.COMGZS9GHNQCJC26.SEARCH&ppt=None&ppn=None&ssid=8hkcedjlds0000001746640189875&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 16 GB, 1 TB SSD, Windows 11 Home"
Infinix INBook X2 Plus,51999.0,3.9,Intel Core i7 11th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/infinix-inbook-x2-plus-intel-core-i7-11th-gen-1195g7-16-gb-512-gb-ssd-windows-11-home-xl25-thin-light-laptop/p/itm0f6960b424a46?pid=COMGGQE9PBFRZWQF&lid=LSTCOMGGQE9PBFRZWQFI7UUFD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_679&otracker=search&fm=organic&iid=d48a4a71-6025-453e-9925-430064b1f231.COMGGQE9PBFRZWQF.SEARCH&ppt=None&ppn=None&ssid=8hkcedjlds0000001746640189875&qH=c06ea84a1e3dc3c6,"Intel Core i7 11th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
ASUS TUF Gaming A14,114990.0,4.4,AMD Ryzen 7 8845H,16 GB,1 TB SSD,Windows 11 Home,['Gaming'],https://www.flipkart.com/asus-tuf-gaming-a14-2024-ai-pc-amd-ryzen-7-octa-core-8845hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-165-hz-100-w-fa401uu-rg033ws-laptop/p/itm3dcdb2ecfd6bc?pid=COMH2XBQAVMSFTTF&lid=LSTCOMH2XBQAVMSFTTFILSHSU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_680&otracker=search&fm=organic&iid=d48a4a71-6025-453e-9925-430064b1f231.COMH2XBQAVMSFTTF.SEARCH&ppt=None&ppn=None&ssid=8hkcedjlds0000001746640189875&qH=c06ea84a1e3dc3c6,"AMD Ryzen 7 8845H, 16 GB, 1 TB SSD, Windows 11 Home, Gaming"
Acer Aspire 7,52990.0,4.2,Intel Core i5 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-a715-76g-548j-gaming-laptop/p/itm20708ce5793f7?pid=COMGP8QVTK3EQDXE&lid=LSTCOMGP8QVTK3EQDXEKW8XW5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_683&otracker=search&fm=organic&iid=d48a4a71-6025-453e-9925-430064b1f231.COMGP8QVTK3EQDXE.SEARCH&ppt=None&ppn=None&ssid=8hkcedjlds0000001746640189875&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
